date,hour,total_visitors,north_gate,south_gate,east_gate,west_gate,metro_ridership,bus_ridership,taxi_count,private_car_count,parking_occupancy_rate,nearby_hotel_avg_price,nearby_restaurant_revenue_index,weather_condition,temperature,is_event_day,event_type,year,month,quarter,weekday,is_weekend,north_gate_ratio,south_gate_ratio,public_transport_ratio,time_period
2022-03-14,20,226,42,81,53,40,95,35,22,31,0.58,369.0,40.1,阴,8.7,False,演唱会,2022,3,1,0,False,0.1858,0.3584,0.5752,晚间
2022-03-14,21,121,23,43,33,22,37,20,8,15,0.54,410.0,46.5,阴,8.7,False,演唱会,2022,3,1,0,False,0.1901,0.3554,0.4711,晚间
2022-03-14,22,66,13,20,17,12,21,8,3,6,0.48,378.0,49.5,阴,8.7,False,演唱会,2022,3,1,0,False,0.197,0.303,0.4394,晚间
2022-03-14,23,57,10,19,12,10,19,8,6,8,0.41,389.0,56.5,阴,8.7,False,演唱会,2022,3,1,0,False,0.1754,0.3333,0.4737,深夜
2022-03-15,6,78,13,30,19,14,28,12,6,5,0.3,450.0,46.0,晴,4.0,False,演唱会,2022,3,1,1,False,0.1667,0.3846,0.5128,早高峰
2022-03-15,7,134,24,40,29,29,62,26,15,19,0.3,458.0,45.2,晴,4.0,False,演唱会,2022,3,1,1,False,0.1791,0.2985,0.6567,早高峰
2022-03-15,8,120,24,37,32,24,33,18,8,14,0.42,449.0,54.6,晴,4.0,False,演唱会,2022,3,1,1,False,0.2,0.3083,0.425,早高峰
2022-03-15,9,104,21,35,29,23,48,18,9,9,0.28,438.0,48.5,晴,4.0,False,演唱会,2022,3,1,1,False,0.2019,0.3365,0.6346,上午
2022-03-15,10,105,20,40,26,19,47,20,12,11,0.35,429.0,47.8,晴,4.0,False,演唱会,2022,3,1,1,False,0.1905,0.381,0.6381,上午
2022-03-15,11,90,17,32,24,19,35,14,6,9,0.5,446.0,55.7,晴,4.0,False,演唱会,2022,3,1,1,False,0.1889,0.3556,0.5444,上午
2022-03-15,12,103,20,40,24,19,27,12,8,9,0.42,400.0,45.1,晴,4.0,False,演唱会,2022,3,1,1,False,0.1942,0.3883,0.3786,午间
2022-03-15,13,91,16,32,23,18,33,19,10,9,0.44,414.0,41.2,晴,4.0,False,演唱会,2022,3,1,1,False,0.1758,0.3516,0.5714,午间
2022-03-15,14,93,15,35,25,17,31,10,6,11,0.35,342.0,46.7,晴,4.0,False,演唱会,2022,3,1,1,False,0.1613,0.3763,0.4409,下午
2022-03-15,15,108,18,32,24,20,31,13,6,10,0.43,369.0,57.5,晴,4.0,False,演唱会,2022,3,1,1,False,0.1667,0.2963,0.4074,下午
2022-03-15,16,130,29,47,27,22,43,13,12,13,0.29,404.0,43.1,晴,4.0,False,演唱会,2022,3,1,1,False,0.2231,0.3615,0.4308,下午
2022-03-15,17,162,30,64,38,27,58,16,16,12,0.57,431.0,40.5,晴,4.0,False,演唱会,2022,3,1,1,False,0.1852,0.3951,0.4568,晚高峰
2022-03-15,18,258,44,94,72,52,109,37,25,38,0.45,440.0,47.8,晴,4.0,False,演唱会,2022,3,1,1,False,0.1705,0.3643,0.5659,晚高峰
2022-03-15,19,330,59,112,85,61,126,52,31,44,0.51,407.0,41.3,晴,4.0,False,演唱会,2022,3,1,1,False,0.1788,0.3394,0.5394,晚高峰
2022-03-15,20,282,55,102,77,59,133,54,25,38,0.54,358.0,56.1,晴,4.0,False,演唱会,2022,3,1,1,False,0.195,0.3617,0.6631,晚间
2022-03-15,21,100,17,35,24,21,33,15,7,13,0.45,419.0,47.2,晴,4.0,False,演唱会,2022,3,1,1,False,0.17,0.35,0.48,晚间
2022-03-15,22,60,12,18,17,13,19,8,5,7,0.48,361.0,48.0,晴,4.0,False,演唱会,2022,3,1,1,False,0.2,0.3,0.45,晚间
2022-03-15,23,45,8,15,11,8,13,7,3,3,0.47,348.0,51.7,晴,4.0,False,演唱会,2022,3,1,1,False,0.1778,0.3333,0.4444,深夜
2022-03-16,6,47,8,16,12,8,13,6,3,4,0.55,342.0,43.8,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1702,0.3404,0.4043,早高峰
2022-03-16,7,100,18,32,23,18,36,19,7,13,0.44,353.0,46.2,小雨,4.5,False,演唱会,2022,3,1,2,False,0.18,0.32,0.55,早高峰
2022-03-16,8,122,23,40,27,27,44,13,6,14,0.32,412.0,42.1,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1885,0.3279,0.4672,早高峰
2022-03-16,9,93,17,34,19,19,32,14,7,13,0.45,432.0,51.6,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1828,0.3656,0.4946,上午
2022-03-16,10,71,16,25,18,13,19,9,4,6,0.34,404.0,51.7,小雨,4.5,False,演唱会,2022,3,1,2,False,0.2254,0.3521,0.3944,上午
2022-03-16,11,64,11,20,18,12,26,10,6,9,0.36,442.0,55.8,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1719,0.3125,0.5625,上午
2022-03-16,12,109,23,33,27,23,39,15,9,10,0.37,422.0,49.1,小雨,4.5,False,演唱会,2022,3,1,2,False,0.211,0.3028,0.4954,午间
2022-03-16,13,64,14,20,15,14,21,7,4,8,0.42,389.0,55.3,小雨,4.5,False,演唱会,2022,3,1,2,False,0.2188,0.3125,0.4375,午间
2022-03-16,14,78,14,25,18,17,30,11,8,5,0.49,403.0,48.4,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1795,0.3205,0.5256,下午
2022-03-16,15,74,13,23,16,15,27,15,9,10,0.27,438.0,52.2,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1757,0.3108,0.5676,下午
2022-03-16,16,96,19,36,21,21,45,16,7,14,0.42,355.0,45.0,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1979,0.375,0.6354,下午
2022-03-16,17,150,26,51,40,32,55,28,15,19,0.53,362.0,39.8,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1733,0.34,0.5533,晚高峰
2022-03-16,18,163,35,64,37,33,66,22,14,22,0.43,451.0,46.0,小雨,4.5,False,演唱会,2022,3,1,2,False,0.2147,0.3926,0.5399,晚高峰
2022-03-16,19,261,46,96,62,51,117,43,24,34,0.31,445.0,51.0,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1762,0.3678,0.613,晚高峰
2022-03-16,20,182,35,54,42,35,51,29,16,19,0.3,359.0,48.7,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1923,0.2967,0.4396,晚间
2022-03-16,21,87,14,26,24,16,34,16,8,7,0.51,413.0,49.5,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1609,0.2989,0.5747,晚间
2022-03-16,22,53,9,19,12,11,20,7,3,4,0.31,382.0,56.8,小雨,4.5,False,演唱会,2022,3,1,2,False,0.1698,0.3585,0.5094,晚间
2022-03-16,23,41,9,12,10,9,16,7,4,4,0.52,432.0,47.5,小雨,4.5,False,演唱会,2022,3,1,2,False,0.2195,0.2927,0.561,深夜
2022-03-17,6,201,36,65,47,41,59,19,15,19,0.559121372901168,534.0,128.4,晴,8.5,True,商业活动,2022,3,1,3,False,0.1791,0.3234,0.3881,早高峰
2022-03-17,7,350,68,138,76,62,112,39,30,41,0.98,822.0,69.8,晴,8.5,True,商业活动,2022,3,1,3,False,0.1943,0.3943,0.4314,早高峰
2022-03-17,8,279,56,93,67,51,92,34,25,32,0.98,733.0,115.3,晴,8.5,True,商业活动,2022,3,1,3,False,0.2007,0.3333,0.4516,早高峰
2022-03-17,9,292,52,94,72,58,101,46,26,27,0.6622458125766917,646.0,84.5,晴,8.5,True,商业活动,2022,3,1,3,False,0.1781,0.3219,0.5034,上午
2022-03-17,10,261,48,84,72,46,100,34,21,21,0.8483083665098273,739.0,124.1,晴,8.5,True,商业活动,2022,3,1,3,False,0.1839,0.3218,0.5134,上午
2022-03-17,11,244,46,92,54,48,101,40,18,31,0.98,659.0,88.2,晴,8.5,True,商业活动,2022,3,1,3,False,0.1885,0.377,0.5779,上午
2022-03-17,12,471,107,187,131,95,173,81,38,39,0.5179615659936021,719.0,104.3,晴,8.5,True,商业活动,2022,3,1,3,False,0.2272,0.397,0.5393,午间
2022-03-17,13,355,75,140,78,74,108,55,30,39,0.98,714.0,110.3,晴,8.5,True,商业活动,2022,3,1,3,False,0.2113,0.3944,0.4592,午间
2022-03-17,14,403,88,160,85,84,164,51,35,54,0.7017299851467508,683.0,106.9,晴,8.5,True,商业活动,2022,3,1,3,False,0.2184,0.397,0.5335,下午
2022-03-17,15,494,107,180,128,94,205,98,49,77,0.740882126027053,515.0,90.9,晴,8.5,True,商业活动,2022,3,1,3,False,0.2166,0.3644,0.6134,下午
2022-03-17,16,572,118,196,154,121,205,118,71,56,0.5414299666245054,851.0,90.3,晴,8.5,True,商业活动,2022,3,1,3,False,0.2063,0.3427,0.5647,下午
2022-03-17,17,701,125,238,175,144,204,76,43,68,0.98,716.0,112.1,晴,8.5,True,商业活动,2022,3,1,3,False,0.1783,0.3395,0.3994,晚高峰
2022-03-17,18,1262,285,433,313,275,352,166,87,148,0.5749476967645343,622.0,125.4,晴,8.5,True,商业活动,2022,3,1,3,False,0.2258,0.3431,0.4105,晚高峰
2022-03-17,19,2020,377,736,484,416,652,207,122,158,0.98,855.0,73.9,晴,8.5,True,商业活动,2022,3,1,3,False,0.1866,0.3644,0.4252,晚高峰
2022-03-17,20,1178,203,381,282,211,439,178,103,149,0.9768217474518917,666.0,99.0,晴,8.5,True,商业活动,2022,3,1,3,False,0.1723,0.3234,0.5238,晚间
2022-03-17,21,370,64,121,106,82,130,51,32,42,0.98,579.0,118.4,晴,8.5,True,商业活动,2022,3,1,3,False,0.173,0.327,0.4892,晚间
2022-03-17,22,164,35,64,38,33,70,23,18,14,0.98,599.0,84.9,晴,8.5,True,商业活动,2022,3,1,3,False,0.2134,0.3902,0.5671,晚间
2022-03-17,23,96,21,30,25,17,30,15,10,13,0.5667106614622514,601.0,66.5,晴,8.5,True,商业活动,2022,3,1,3,False,0.2188,0.3125,0.4688,深夜
2022-03-18,6,70,13,21,18,13,21,10,4,8,0.44,362.0,45.0,晴,5.3,False,演唱会,2022,3,1,4,False,0.1857,0.3,0.4429,早高峰
2022-03-18,7,136,25,43,34,26,45,15,13,9,0.6,357.0,39.3,晴,5.3,False,演唱会,2022,3,1,4,False,0.1838,0.3162,0.4412,早高峰
2022-03-18,8,149,26,51,37,27,61,29,15,23,0.42,356.0,56.5,晴,5.3,False,演唱会,2022,3,1,4,False,0.1745,0.3423,0.604,早高峰
2022-03-18,9,145,25,45,34,27,50,20,11,17,0.27,366.0,45.6,晴,5.3,False,演唱会,2022,3,1,4,False,0.1724,0.3103,0.4828,上午
2022-03-18,10,100,21,37,26,17,28,15,9,8,0.45,375.0,43.4,晴,5.3,False,演唱会,2022,3,1,4,False,0.21,0.37,0.43,上午
2022-03-18,11,97,16,37,22,18,44,15,11,10,0.61,427.0,43.3,晴,5.3,False,演唱会,2022,3,1,4,False,0.1649,0.3814,0.6082,上午
2022-03-18,12,138,24,46,37,24,58,18,16,15,0.43,452.0,41.5,晴,5.3,False,演唱会,2022,3,1,4,False,0.1739,0.3333,0.5507,午间
2022-03-18,13,86,14,27,19,16,29,10,5,8,0.49,448.0,48.3,晴,5.3,False,演唱会,2022,3,1,4,False,0.1628,0.314,0.4535,午间
2022-03-18,14,100,19,38,21,19,42,15,10,15,0.43,452.0,49.6,晴,5.3,False,演唱会,2022,3,1,4,False,0.19,0.38,0.57,下午
2022-03-18,15,133,29,48,32,26,49,15,7,9,0.35,353.0,50.4,晴,5.3,False,演唱会,2022,3,1,4,False,0.218,0.3609,0.4812,下午
2022-03-18,16,160,36,58,45,29,62,22,12,20,0.28,417.0,58.1,晴,5.3,False,演唱会,2022,3,1,4,False,0.225,0.3625,0.525,下午
2022-03-18,17,186,41,58,40,33,58,31,19,26,0.27,362.0,43.1,晴,5.3,False,演唱会,2022,3,1,4,False,0.2204,0.3118,0.4785,晚高峰
2022-03-18,18,195,41,59,48,42,67,25,14,18,0.49,413.0,47.1,晴,5.3,False,演唱会,2022,3,1,4,False,0.2103,0.3026,0.4718,晚高峰
2022-03-18,19,345,68,107,91,61,161,55,41,48,0.35,443.0,43.5,晴,5.3,False,演唱会,2022,3,1,4,False,0.1971,0.3101,0.6261,晚高峰
2022-03-18,20,264,45,82,60,47,111,39,23,29,0.33,398.0,52.3,晴,5.3,False,演唱会,2022,3,1,4,False,0.1705,0.3106,0.5682,晚间
2022-03-18,21,140,29,54,32,27,50,27,12,16,0.46,380.0,49.7,晴,5.3,False,演唱会,2022,3,1,4,False,0.2071,0.3857,0.55,晚间
2022-03-18,22,76,14,23,20,16,21,13,5,5,0.48,340.0,57.6,晴,5.3,False,演唱会,2022,3,1,4,False,0.1842,0.3026,0.4474,晚间
2022-03-18,23,46,8,16,10,9,17,8,5,5,0.42,391.0,56.3,晴,5.3,False,演唱会,2022,3,1,4,False,0.1739,0.3478,0.5435,深夜
2022-03-19,6,89,15,26,23,16,34,12,10,8,0.48,387.0,49.0,阴,8.7,False,演唱会,2022,3,1,5,True,0.1685,0.2921,0.5169,早高峰
2022-03-19,7,108,23,34,26,19,47,22,7,9,0.51,368.0,54.8,阴,8.7,False,演唱会,2022,3,1,5,True,0.213,0.3148,0.6389,早高峰
2022-03-19,8,200,42,59,54,36,61,23,19,22,0.55,432.0,54.1,阴,8.7,False,演唱会,2022,3,1,5,True,0.21,0.295,0.42,早高峰
2022-03-19,9,255,44,86,70,44,77,31,17,19,0.62,404.0,57.0,阴,8.7,False,演唱会,2022,3,1,5,True,0.1725,0.3373,0.4235,上午
2022-03-19,10,272,57,84,59,46,100,46,24,23,0.35,449.0,56.3,阴,8.7,False,演唱会,2022,3,1,5,True,0.2096,0.3088,0.5368,上午
2022-03-19,11,271,58,92,70,61,98,39,20,31,0.27,383.0,55.0,阴,8.7,False,演唱会,2022,3,1,5,True,0.214,0.3395,0.5055,上午
2022-03-19,12,332,72,131,79,68,136,44,23,34,0.36,455.0,40.0,阴,8.7,False,演唱会,2022,3,1,5,True,0.2169,0.3946,0.5422,午间
2022-03-19,13,263,51,87,67,54,101,53,25,39,0.5,446.0,51.6,阴,8.7,False,演唱会,2022,3,1,5,True,0.1939,0.3308,0.5856,午间
2022-03-19,14,269,57,97,62,56,90,38,30,38,0.4,425.0,39.8,阴,8.7,False,演唱会,2022,3,1,5,True,0.2119,0.3606,0.4758,下午
2022-03-19,15,242,51,82,61,54,64,24,19,17,0.36,412.0,53.4,阴,8.7,False,演唱会,2022,3,1,5,True,0.2107,0.3388,0.3636,下午
2022-03-19,16,289,61,110,70,50,125,49,33,40,0.36,366.0,46.8,阴,8.7,False,演唱会,2022,3,1,5,True,0.2111,0.3806,0.6021,下午
2022-03-19,17,290,63,89,68,63,105,42,21,47,0.39,434.0,50.7,阴,8.7,False,演唱会,2022,3,1,5,True,0.2172,0.3069,0.5069,晚高峰
2022-03-19,18,372,72,140,85,64,132,37,33,31,0.32,344.0,56.0,阴,8.7,False,演唱会,2022,3,1,5,True,0.1935,0.3763,0.4543,晚高峰
2022-03-19,19,351,79,133,90,67,108,40,25,40,0.57,419.0,55.1,阴,8.7,False,演唱会,2022,3,1,5,True,0.2251,0.3789,0.4217,晚高峰
2022-03-19,20,313,67,104,78,71,113,45,19,44,0.41,412.0,58.2,阴,8.7,False,演唱会,2022,3,1,5,True,0.2141,0.3323,0.5048,晚间
2022-03-19,21,195,36,77,55,37,69,20,15,13,0.45,376.0,41.9,阴,8.7,False,演唱会,2022,3,1,5,True,0.1846,0.3949,0.4564,晚间
2022-03-19,22,97,20,35,24,17,34,16,6,14,0.57,445.0,43.1,阴,8.7,False,演唱会,2022,3,1,5,True,0.2062,0.3608,0.5155,晚间
2022-03-19,23,35,6,10,7,7,9,4,2,4,0.51,358.0,58.2,阴,8.7,False,演唱会,2022,3,1,5,True,0.1714,0.2857,0.3714,深夜
2022-03-20,6,81,16,24,22,17,26,8,6,10,0.27,387.0,58.1,晴,4.9,False,演唱会,2022,3,1,6,True,0.1975,0.2963,0.4198,早高峰
2022-03-20,7,156,35,46,39,29,53,23,17,16,0.4,412.0,54.4,晴,4.9,False,演唱会,2022,3,1,6,True,0.2244,0.2949,0.4872,早高峰
2022-03-20,8,148,33,44,38,28,44,16,13,17,0.39,392.0,49.3,晴,4.9,False,演唱会,2022,3,1,6,True,0.223,0.2973,0.4054,早高峰
2022-03-20,9,257,44,85,61,51,93,33,19,21,0.61,434.0,47.4,晴,4.9,False,演唱会,2022,3,1,6,True,0.1712,0.3307,0.4903,上午
2022-03-20,10,267,57,107,57,52,72,29,20,17,0.42,416.0,55.6,晴,4.9,False,演唱会,2022,3,1,6,True,0.2135,0.4007,0.3783,上午
2022-03-20,11,345,78,110,78,61,95,43,26,22,0.4,424.0,42.0,晴,4.9,False,演唱会,2022,3,1,6,True,0.2261,0.3188,0.4,上午
2022-03-20,12,291,57,89,75,49,107,40,34,39,0.49,424.0,58.4,晴,4.9,False,演唱会,2022,3,1,6,True,0.1959,0.3058,0.5052,午间
2022-03-20,13,303,53,98,67,52,99,34,16,24,0.34,354.0,50.7,晴,4.9,False,演唱会,2022,3,1,6,True,0.1749,0.3234,0.4389,午间
2022-03-20,14,231,47,77,57,45,73,27,13,20,0.41,390.0,41.0,晴,4.9,False,演唱会,2022,3,1,6,True,0.2035,0.3333,0.4329,下午
2022-03-20,15,284,55,105,72,64,113,37,20,34,0.28,440.0,43.6,晴,4.9,False,演唱会,2022,3,1,6,True,0.1937,0.3697,0.5282,下午
2022-03-20,16,231,42,69,56,48,92,31,22,37,0.33,360.0,40.2,晴,4.9,False,演唱会,2022,3,1,6,True,0.1818,0.2987,0.5325,下午
2022-03-20,17,295,63,101,75,61,123,35,29,36,0.46,381.0,39.3,晴,4.9,False,演唱会,2022,3,1,6,True,0.2136,0.3424,0.5356,晚高峰
2022-03-20,18,409,74,124,105,74,166,61,42,37,0.28,414.0,57.4,晴,4.9,False,演唱会,2022,3,1,6,True,0.1809,0.3032,0.555,晚高峰
2022-03-20,19,355,75,115,83,64,139,61,29,47,0.41,365.0,44.2,晴,4.9,False,演唱会,2022,3,1,6,True,0.2113,0.3239,0.5634,晚高峰
2022-03-20,20,370,78,117,94,78,165,74,47,47,0.42,406.0,43.1,晴,4.9,False,演唱会,2022,3,1,6,True,0.2108,0.3162,0.6459,晚间
2022-03-20,21,165,32,57,42,30,49,25,15,19,0.36,403.0,46.3,晴,4.9,False,演唱会,2022,3,1,6,True,0.1939,0.3455,0.4485,晚间
2022-03-20,22,95,18,31,25,20,34,13,10,11,0.3,448.0,51.2,晴,4.9,False,演唱会,2022,3,1,6,True,0.1895,0.3263,0.4947,晚间
2022-03-20,23,52,10,17,12,10,23,6,6,8,0.39,361.0,43.5,晴,4.9,False,演唱会,2022,3,1,6,True,0.1923,0.3269,0.5577,深夜
2022-03-21,6,86,19,26,22,16,27,12,7,9,0.55,360.0,47.7,晴,5.6,False,演唱会,2022,3,1,0,False,0.2209,0.3023,0.4535,早高峰
2022-03-21,7,137,24,41,31,29,46,19,8,11,0.41,376.0,55.8,晴,5.6,False,演唱会,2022,3,1,0,False,0.1752,0.2993,0.4745,早高峰
2022-03-21,8,165,34,66,41,33,66,29,12,23,0.29,384.0,45.2,晴,5.6,False,演唱会,2022,3,1,0,False,0.2061,0.4,0.5758,早高峰
2022-03-21,9,114,21,44,29,20,46,13,12,16,0.43,372.0,50.8,晴,5.6,False,演唱会,2022,3,1,0,False,0.1842,0.386,0.5175,上午
2022-03-21,10,115,22,40,26,24,34,15,8,11,0.47,408.0,55.9,晴,5.6,False,演唱会,2022,3,1,0,False,0.1913,0.3478,0.4261,上午
2022-03-21,11,82,17,30,20,18,30,11,8,8,0.61,396.0,55.0,晴,5.6,False,演唱会,2022,3,1,0,False,0.2073,0.3659,0.5,上午
2022-03-21,12,97,20,36,24,20,34,13,5,9,0.32,420.0,44.1,晴,5.6,False,演唱会,2022,3,1,0,False,0.2062,0.3711,0.4845,午间
2022-03-21,13,104,17,36,25,18,39,19,6,16,0.32,339.0,41.2,晴,5.6,False,演唱会,2022,3,1,0,False,0.1635,0.3462,0.5577,午间
2022-03-21,14,87,17,33,18,16,32,12,9,7,0.34,375.0,39.0,晴,5.6,False,演唱会,2022,3,1,0,False,0.1954,0.3793,0.5057,下午
2022-03-21,15,116,25,44,26,23,55,20,11,18,0.5,344.0,42.9,晴,5.6,False,演唱会,2022,3,1,0,False,0.2155,0.3793,0.6466,下午
2022-03-21,16,133,28,44,35,27,59,24,10,12,0.56,400.0,43.9,晴,5.6,False,演唱会,2022,3,1,0,False,0.2105,0.3308,0.6241,下午
2022-03-21,17,200,39,59,46,35,59,22,17,15,0.54,428.0,53.6,晴,5.6,False,演唱会,2022,3,1,0,False,0.195,0.295,0.405,晚高峰
2022-03-21,18,272,51,83,67,52,88,35,21,31,0.43,344.0,49.1,晴,5.6,False,演唱会,2022,3,1,0,False,0.1875,0.3051,0.4522,晚高峰
2022-03-21,19,242,51,92,55,49,93,41,20,32,0.59,422.0,57.0,晴,5.6,False,演唱会,2022,3,1,0,False,0.2107,0.3802,0.5537,晚高峰
2022-03-21,20,254,47,76,72,53,84,48,29,32,0.53,440.0,50.0,晴,5.6,False,演唱会,2022,3,1,0,False,0.185,0.2992,0.5197,晚间
2022-03-21,21,125,21,38,32,22,43,20,10,10,0.42,350.0,48.7,晴,5.6,False,演唱会,2022,3,1,0,False,0.168,0.304,0.504,晚间
2022-03-21,22,81,16,24,19,16,26,14,8,6,0.41,365.0,44.6,晴,5.6,False,演唱会,2022,3,1,0,False,0.1975,0.2963,0.4938,晚间
2022-03-21,23,52,9,19,13,11,22,8,5,7,0.27,398.0,43.9,晴,5.6,False,演唱会,2022,3,1,0,False,0.1731,0.3654,0.5769,深夜
2022-03-22,6,79,14,28,17,16,26,10,4,9,0.57,349.0,53.1,多云,7.7,False,演唱会,2022,3,1,1,False,0.1772,0.3544,0.4557,早高峰
2022-03-22,7,141,28,51,36,25,53,25,14,14,0.5,340.0,52.5,多云,7.7,False,演唱会,2022,3,1,1,False,0.1986,0.3617,0.5532,早高峰
2022-03-22,8,141,28,51,40,27,52,25,13,12,0.39,364.0,51.0,多云,7.7,False,演唱会,2022,3,1,1,False,0.1986,0.3617,0.5461,早高峰
2022-03-22,9,113,19,42,32,25,43,15,12,13,0.34,451.0,57.5,多云,7.7,False,演唱会,2022,3,1,1,False,0.1681,0.3717,0.5133,上午
2022-03-22,10,87,15,26,23,18,31,13,8,10,0.62,400.0,47.8,多云,7.7,False,演唱会,2022,3,1,1,False,0.1724,0.2989,0.5057,上午
2022-03-22,11,111,19,43,27,22,37,19,9,9,0.61,339.0,53.2,多云,7.7,False,演唱会,2022,3,1,1,False,0.1712,0.3874,0.5045,上午
2022-03-22,12,144,29,44,39,28,61,21,12,20,0.53,399.0,41.5,多云,7.7,False,演唱会,2022,3,1,1,False,0.2014,0.3056,0.5694,午间
2022-03-22,13,110,19,38,30,18,41,13,9,12,0.53,403.0,47.4,多云,7.7,False,演唱会,2022,3,1,1,False,0.1727,0.3455,0.4909,午间
2022-03-22,14,81,17,29,20,18,27,14,8,10,0.34,370.0,40.6,多云,7.7,False,演唱会,2022,3,1,1,False,0.2099,0.358,0.5062,下午
2022-03-22,15,128,27,43,27,23,52,23,8,16,0.6,422.0,47.6,多云,7.7,False,演唱会,2022,3,1,1,False,0.2109,0.3359,0.5859,下午
2022-03-22,16,164,37,63,36,37,49,21,12,11,0.54,400.0,50.5,多云,7.7,False,演唱会,2022,3,1,1,False,0.2256,0.3841,0.4268,下午
2022-03-22,17,181,33,66,40,35,74,24,15,17,0.43,446.0,45.9,多云,7.7,False,演唱会,2022,3,1,1,False,0.1823,0.3646,0.5414,晚高峰
2022-03-22,18,199,42,68,49,34,58,20,16,20,0.62,458.0,57.9,多云,7.7,False,演唱会,2022,3,1,1,False,0.2111,0.3417,0.392,晚高峰
2022-03-22,19,287,54,101,72,64,115,38,23,34,0.42,350.0,57.9,多云,7.7,False,演唱会,2022,3,1,1,False,0.1882,0.3519,0.5331,晚高峰
2022-03-22,20,277,60,105,77,62,101,38,24,31,0.53,417.0,48.0,多云,7.7,False,演唱会,2022,3,1,1,False,0.2166,0.3791,0.5018,晚间
2022-03-22,21,124,21,39,29,24,53,19,14,11,0.44,419.0,47.9,多云,7.7,False,演唱会,2022,3,1,1,False,0.1694,0.3145,0.5806,晚间
2022-03-22,22,69,14,26,18,13,18,6,5,6,0.46,390.0,42.1,多云,7.7,False,演唱会,2022,3,1,1,False,0.2029,0.3768,0.3478,晚间
2022-03-22,23,42,8,15,9,7,13,7,3,5,0.33,389.0,48.6,多云,7.7,False,演唱会,2022,3,1,1,False,0.1905,0.3571,0.4762,深夜
2022-03-23,6,75,13,27,17,15,22,8,3,8,0.56,417.0,53.5,阴,9.8,False,演唱会,2022,3,1,2,False,0.1733,0.36,0.4,早高峰
2022-03-23,7,109,21,38,31,23,26,14,8,8,0.27,350.0,54.0,阴,9.8,False,演唱会,2022,3,1,2,False,0.1927,0.3486,0.367,早高峰
2022-03-23,8,157,34,58,37,33,62,24,10,19,0.29,379.0,43.5,阴,9.8,False,演唱会,2022,3,1,2,False,0.2166,0.3694,0.5478,早高峰
2022-03-23,9,131,28,47,31,23,33,18,6,12,0.53,367.0,48.0,阴,9.8,False,演唱会,2022,3,1,2,False,0.2137,0.3588,0.3893,上午
2022-03-23,10,91,19,34,23,15,33,17,8,9,0.57,374.0,44.6,阴,9.8,False,演唱会,2022,3,1,2,False,0.2088,0.3736,0.5495,上午
2022-03-23,11,85,16,26,20,18,30,9,5,11,0.42,394.0,41.3,阴,9.8,False,演唱会,2022,3,1,2,False,0.1882,0.3059,0.4588,上午
2022-03-23,12,120,27,38,33,26,42,15,10,12,0.37,356.0,47.4,阴,9.8,False,演唱会,2022,3,1,2,False,0.225,0.3167,0.475,午间
2022-03-23,13,113,20,40,28,19,38,15,7,11,0.33,450.0,55.3,阴,9.8,False,演唱会,2022,3,1,2,False,0.177,0.354,0.469,午间
2022-03-23,14,78,16,23,20,15,20,10,6,7,0.46,374.0,42.0,阴,9.8,False,演唱会,2022,3,1,2,False,0.2051,0.2949,0.3846,下午
2022-03-23,15,126,22,40,31,21,40,19,13,18,0.32,431.0,41.4,阴,9.8,False,演唱会,2022,3,1,2,False,0.1746,0.3175,0.4683,下午
2022-03-23,16,156,35,47,38,31,57,29,10,18,0.58,386.0,40.2,阴,9.8,False,演唱会,2022,3,1,2,False,0.2244,0.3013,0.5513,下午
2022-03-23,17,233,52,83,56,49,84,27,19,31,0.34,405.0,57.4,阴,9.8,False,演唱会,2022,3,1,2,False,0.2232,0.3562,0.4764,晚高峰
2022-03-23,18,266,60,83,62,57,68,38,23,24,0.44,378.0,54.6,阴,9.8,False,演唱会,2022,3,1,2,False,0.2256,0.312,0.3985,晚高峰
2022-03-23,19,296,64,118,68,54,101,35,24,23,0.48,379.0,56.8,阴,9.8,False,演唱会,2022,3,1,2,False,0.2162,0.3986,0.4595,晚高峰
2022-03-23,20,258,48,78,64,52,81,45,16,20,0.31,434.0,39.4,阴,9.8,False,演唱会,2022,3,1,2,False,0.186,0.3023,0.4884,晚间
2022-03-23,21,136,26,52,32,28,45,18,7,10,0.27,442.0,48.4,阴,9.8,False,演唱会,2022,3,1,2,False,0.1912,0.3824,0.4632,晚间
2022-03-23,22,78,14,24,18,14,31,10,7,11,0.3,395.0,54.4,阴,9.8,False,演唱会,2022,3,1,2,False,0.1795,0.3077,0.5256,晚间
2022-03-23,23,40,8,13,10,6,12,4,3,5,0.32,402.0,40.1,阴,9.8,False,演唱会,2022,3,1,2,False,0.2,0.325,0.4,深夜
