inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days,year,month,quarter,days_since_last_maintenance,days_to_next_maintenance,health_grade,has_anomaly
INS023736,2020-06-11,A区,座椅系统,结构,79,正常,2020-02-24,2020-07-27,,低,47.5,1.67,58.8,3206,2020,6,2,108,46,良好,False
INS023737,2020-06-11,A区,空调机组,暖通,61,预警,2020-03-18,2020-07-15,,低,52.6,2.93,133.7,1213,2020,6,2,85,34,一般,False
INS023738,2020-06-11,A区,照明系统,电气,81,正常,2020-05-04,2020-08-04,,低,71.9,2.55,126.6,2052,2020,6,2,38,54,良好,False
INS023739,2020-06-11,A区,消防喷淋,消防,86,正常,2020-04-07,2020-07-15,,低,49.8,1.7,45.1,2156,2020,6,2,65,34,良好,False
INS023740,2020-06-11,A区,监控摄像头,安防,87,正常,2020-01-01,2020-08-30,,低,32.8,1.81,29.2,1282,2020,6,2,162,80,良好,False
INS023741,2020-06-11,A区,通风管道,暖通,72,正常,2020-01-03,2020-09-03,,低,56.0,3.08,138.3,1570,2020,6,2,160,84,良好,False
INS023742,2020-06-11,A区,应急照明,电气,74,正常,2020-02-18,2020-08-31,,低,80.5,1.71,109.9,1732,2020,6,2,114,81,良好,False
INS023743,2020-06-11,A区,排水系统,结构,83,正常,2019-12-30,2020-09-03,,低,45.2,2.26,68.4,3827,2020,6,2,164,84,良好,False
INS023744,2020-06-11,A区,隔音墙板,结构,84,正常,2020-01-15,2020-09-03,,低,37.8,2.48,38.9,2628,2020,6,2,148,84,良好,False
INS023745,2020-06-11,A区,电子显示屏,电气,81,正常,2020-01-06,2020-09-08,,低,68.9,1.35,72.4,1355,2020,6,2,157,89,良好,False
INS023746,2020-06-11,B区,座椅系统,结构,90,正常,2020-03-06,2020-09-06,,低,32.5,2.14,39.0,2774,2020,6,2,97,87,优秀,False
INS023747,2020-06-11,B区,空调机组,暖通,82,正常,2020-02-10,2020-09-03,,低,59.3,4.4,145.2,1461,2020,6,2,122,84,良好,False
INS023748,2020-06-11,B区,照明系统,电气,88,正常,2020-04-29,2020-08-23,,低,68.4,1.49,69.2,2012,2020,6,2,43,73,良好,False
INS023749,2020-06-11,B区,消防喷淋,消防,90,正常,2020-03-21,2020-07-16,,低,53.2,1.34,60.9,1944,2020,6,2,82,35,优秀,False
INS023750,2020-06-11,B区,监控摄像头,安防,88,正常,2020-01-25,2020-09-08,,低,44.3,1.87,55.1,1043,2020,6,2,138,89,良好,False
INS023751,2020-06-11,B区,通风管道,暖通,84,正常,2020-01-17,2020-09-04,,低,55.8,4.27,148.5,1393,2020,6,2,146,85,良好,False
INS023752,2020-06-11,B区,应急照明,电气,79,正常,2020-03-20,2020-08-31,,低,60.8,1.05,101.6,1442,2020,6,2,83,81,良好,False
INS023753,2020-06-11,B区,排水系统,结构,89,正常,2020-04-13,2020-08-04,,低,38.3,2.62,55.7,2337,2020,6,2,59,54,良好,False
INS023754,2020-06-11,B区,隔音墙板,结构,82,正常,2020-03-10,2020-09-03,,低,30.6,1.25,47.8,2593,2020,6,2,93,84,良好,False
INS023755,2020-06-11,B区,电子显示屏,电气,83,正常,2020-03-25,2020-07-25,,低,60.1,2.12,112.3,2068,2020,6,2,78,44,良好,False
INS023756,2020-06-11,C区,座椅系统,结构,87,正常,2020-03-08,2020-07-11,,低,41.3,-0.11,30.4,3237,2020,6,2,95,30,良好,False
INS023757,2020-06-11,C区,空调机组,暖通,68,预警,2020-04-30,2020-08-18,,低,64.1,2.98,125.8,1528,2020,6,2,42,68,一般,False
INS023758,2020-06-11,C区,照明系统,电气,88,正常,2020-01-03,2020-07-22,,低,69.0,2.06,124.9,2358,2020,6,2,160,41,良好,False
INS023759,2020-06-11,C区,消防喷淋,消防,80,正常,2020-02-08,2020-07-15,,低,46.3,1.49,27.3,2296,2020,6,2,124,34,良好,False
INS023760,2020-06-11,C区,监控摄像头,安防,81,正常,2020-01-07,2020-08-06,,低,54.8,0.9,48.2,948,2020,6,2,156,56,良好,False
INS023761,2020-06-11,C区,通风管道,暖通,62,预警,2020-02-25,2020-07-27,,低,56.5,3.49,134.6,961,2020,6,2,107,46,一般,False
INS023762,2020-06-11,C区,应急照明,电气,91,正常,2020-01-09,2020-07-12,,低,59.8,1.91,102.9,1811,2020,6,2,154,31,优秀,False
INS023763,2020-06-11,C区,排水系统,结构,87,正常,2020-02-23,2020-07-16,,低,45.4,1.89,38.2,3317,2020,6,2,109,35,良好,False
INS023764,2020-06-11,C区,隔音墙板,结构,92,正常,2020-02-08,2020-09-01,,低,48.6,3.29,63.0,3187,2020,6,2,124,82,优秀,False
INS023765,2020-06-11,C区,电子显示屏,电气,89,正常,2020-03-12,2020-08-31,,低,60.7,1.5,79.9,2501,2020,6,2,91,81,良好,False
INS023766,2020-06-11,VIP区,座椅系统,结构,84,正常,2020-05-08,2020-08-23,,低,40.5,1.95,51.3,2273,2020,6,2,34,73,良好,False
INS023767,2020-06-11,VIP区,空调机组,暖通,78,正常,2020-01-06,2020-08-03,,低,53.4,3.03,130.6,1306,2020,6,2,157,53,良好,False
INS023768,2020-06-11,VIP区,照明系统,电气,82,正常,2020-02-12,2020-08-02,,低,86.8,2.47,110.7,1678,2020,6,2,120,52,良好,False
INS023769,2020-06-11,VIP区,消防喷淋,消防,88,正常,2020-01-30,2020-07-21,,低,42.0,1.62,45.3,2377,2020,6,2,133,40,良好,False
INS023770,2020-06-11,VIP区,监控摄像头,安防,83,正常,2020-01-07,2020-08-15,,低,33.8,1.18,42.1,1039,2020,6,2,156,65,良好,False
INS023771,2020-06-11,VIP区,电梯系统,运输,89,正常,2020-03-21,2020-08-01,,低,27.9,2.3,49.0,1051,2020,6,2,82,51,良好,False
INS023772,2020-06-11,VIP区,通风管道,暖通,63,预警,2020-01-28,2020-08-11,,低,50.5,2.97,150.1,1148,2020,6,2,135,61,一般,False
INS023773,2020-06-11,VIP区,应急照明,电气,92,正常,2020-03-05,2020-08-05,,低,73.0,1.42,100.4,2395,2020,6,2,98,55,优秀,False
INS023774,2020-06-11,VIP区,排水系统,结构,91,正常,2020-04-09,2020-08-12,,低,35.8,1.64,64.3,3627,2020,6,2,63,62,优秀,False
INS023775,2020-06-11,VIP区,电子显示屏,电气,77,正常,2019-12-29,2020-07-20,,低,63.0,2.1,86.6,1807,2020,6,2,165,39,良好,False
INS023776,2020-06-11,VIP区,贵宾接待系统,控制,84,正常,2019-12-20,2020-08-06,,低,35.5,0.99,40.0,1347,2020,6,2,174,56,良好,False
INS023777,2020-06-11,舞台区,液压升降台,机械,64,预警,2020-04-01,2020-08-15,,低,73.3,5.36,33.9,637,2020,6,2,71,65,一般,False
INS023778,2020-06-11,舞台区,舞台灯光,电气,69,预警,2020-01-18,2020-09-08,,低,57.0,2.14,96.6,1099,2020,6,2,145,89,一般,False
INS023779,2020-06-11,舞台区,音响系统,电气,73,正常,2020-02-26,2020-08-11,,低,65.5,2.61,89.6,1363,2020,6,2,106,61,良好,False
INS023780,2020-06-11,舞台区,烟雾机,特效,62,预警,2020-02-15,2020-08-26,雾化不良,低,35.2,1.5,56.2,440,2020,6,2,117,76,一般,True
INS023781,2020-06-11,舞台区,吊挂系统,机械,56,预警,2020-04-14,2020-07-23,,中,72.3,3.04,40.2,510,2020,6,2,58,42,一般,False
INS023782,2020-06-11,舞台区,旋转舞台,机械,81,正常,2020-03-01,2020-08-13,,低,59.3,4.8,33.8,779,2020,6,2,102,63,良好,False
INS023783,2020-06-11,舞台区,LED地屏,电气,80,正常,2020-02-20,2020-08-12,,低,66.5,1.53,76.5,2025,2020,6,2,112,62,良好,False
INS023784,2020-06-11,舞台区,舞台幕布,结构,97,正常,2020-05-11,2020-08-01,,低,38.0,1.67,44.3,2757,2020,6,2,31,51,优秀,False
INS023785,2020-06-11,舞台区,线缆卷扬机,机械,59,预警,2019-12-17,2020-08-21,,中,86.8,3.56,53.9,735,2020,6,2,177,71,一般,False
INS023786,2020-06-11,舞台区,舞台监控,安防,79,正常,2020-03-27,2020-09-02,,低,44.8,2.58,61.9,1406,2020,6,2,76,83,良好,False
INS023787,2020-06-11,灯光区,主灯阵列,电气,75,正常,2019-12-26,2020-07-24,,低,59.4,1.12,117.2,1579,2020,6,2,168,43,良好,False
INS023788,2020-06-11,灯光区,追光灯,电气,78,正常,2020-01-21,2020-08-18,,低,71.7,2.37,86.9,1512,2020,6,2,142,68,良好,False
INS023789,2020-06-11,灯光区,灯光控制台,控制,79,正常,2020-01-27,2020-08-04,,低,50.7,2.81,53.3,1055,2020,6,2,136,54,良好,False
INS023790,2020-06-11,灯光区,配电柜,电气,79,正常,2019-12-16,2020-09-03,,低,70.7,1.7,78.6,1314,2020,6,2,178,84,良好,False
INS023791,2020-06-11,灯光区,散热系统,暖通,73,正常,2020-01-03,2020-09-03,,低,65.5,2.57,152.3,1567,2020,6,2,160,84,良好,False
INS023792,2020-06-11,灯光区,特效灯,电气,82,正常,2020-03-29,2020-07-17,,低,65.3,1.97,99.7,2200,2020,6,2,74,36,良好,False
INS023793,2020-06-11,灯光区,激光投影,电气,73,正常,2020-01-12,2020-07-25,,低,70.5,2.18,72.0,1825,2020,6,2,151,44,良好,False
INS023794,2020-06-11,灯光区,灯光桁架,结构,84,正常,2020-01-03,2020-09-02,,低,37.4,1.21,32.5,2663,2020,6,2,160,83,良好,False
INS023795,2020-06-11,灯光区,调光器,电气,74,正常,2020-03-27,2020-08-13,,低,69.0,0.0,111.6,1435,2020,6,2,76,63,良好,False
INS023796,2020-06-11,灯光区,信号放大器,通信,66,预警,2020-02-21,2020-08-06,,低,45.3,2.28,48.5,915,2020,6,2,111,56,一般,False
INS023797,2020-06-11,音响区,主扩音箱,电气,74,正常,2020-04-08,2020-08-14,,低,57.1,3.09,77.0,1726,2020,6,2,64,64,良好,False
INS023798,2020-06-11,音响区,低音炮阵列,电气,82,正常,2020-04-24,2020-08-26,,低,75.2,1.92,91.0,1266,2020,6,2,48,76,良好,False
INS023799,2020-06-11,音响区,调音台,控制,82,正常,2020-03-02,2020-09-04,,低,57.6,0.45,36.9,1191,2020,6,2,101,85,良好,False
INS023800,2020-06-11,音响区,无线麦克风,通信,71,正常,2020-02-01,2020-07-13,,低,43.5,0.79,27.1,668,2020,6,2,131,32,良好,False
INS023801,2020-06-11,音响区,功放系统,电气,79,正常,2020-04-29,2020-08-01,,低,69.0,1.74,77.7,1691,2020,6,2,43,51,良好,False
INS023802,2020-06-11,音响区,音频处理器,控制,78,正常,2020-03-23,2020-08-10,,低,41.3,1.53,54.7,1139,2020,6,2,80,60,良好,False
INS023803,2020-06-11,音响区,返听音箱,电气,77,正常,2020-01-17,2020-07-22,,低,60.7,2.16,112.1,1555,2020,6,2,146,41,良好,False
INS023804,2020-06-11,音响区,信号分配器,通信,88,正常,2020-05-12,2020-08-22,,低,45.6,1.21,59.2,1239,2020,6,2,30,72,良好,False
INS023805,2020-06-11,音响区,录音系统,控制,75,正常,2020-01-07,2020-08-26,,低,45.0,3.75,56.9,1235,2020,6,2,156,76,良好,False
INS023806,2020-06-11,音响区,降噪系统,电气,78,正常,2019-12-30,2020-08-29,,低,61.7,0.74,90.7,1590,2020,6,2,164,79,良好,False
INS023807,2020-06-11,安防区,视频监控,安防,82,正常,2020-02-14,2020-07-12,,低,34.9,1.38,57.2,869,2020,6,2,118,31,良好,False
INS023808,2020-06-11,安防区,门禁系统,安防,71,正常,2020-02-13,2020-07-15,,低,40.1,1.75,33.6,1030,2020,6,2,119,34,良好,False
INS023809,2020-06-11,安防区,X光安检机,安防,79,正常,2020-01-13,2020-09-04,,低,33.3,2.5,29.1,1231,2020,6,2,150,85,良好,False
INS023810,2020-06-11,安防区,金属探测器,安防,74,正常,2020-03-26,2020-08-01,,低,42.4,0.93,71.5,1008,2020,6,2,77,51,良好,False
INS023811,2020-06-11,安防区,报警系统,安防,80,正常,2020-01-28,2020-09-08,,低,46.4,3.69,47.4,1396,2020,6,2,135,89,良好,False
INS023812,2020-06-11,安防区,人脸识别终端,安防,74,正常,2020-04-14,2020-08-30,,低,33.2,2.51,40.2,886,2020,6,2,58,80,良好,False
INS023813,2020-06-11,安防区,巡更系统,安防,77,正常,2020-03-22,2020-08-27,画面模糊,低,28.2,3.09,24.9,1081,2020,6,2,81,77,良好,True
INS023814,2020-06-11,安防区,对讲系统,通信,55,预警,2020-05-09,2020-07-22,,中,51.6,1.57,23.4,546,2020,6,2,33,41,一般,False
INS023815,2020-06-11,安防区,防入侵传感器,安防,78,正常,2019-12-18,2020-08-07,,低,39.8,2.44,40.4,902,2020,6,2,176,57,良好,False
INS023816,2020-06-11,安防区,安防控制台,控制,78,正常,2020-03-13,2020-07-22,,低,36.7,1.66,40.3,947,2020,6,2,90,41,良好,False
INS023817,2020-06-11,消防区,火灾报警器,消防,81,正常,2020-04-16,2020-07-12,,低,60.2,1.49,16.0,1996,2020,6,2,56,31,良好,False
INS023818,2020-06-11,消防区,自动喷淋,消防,87,正常,2020-01-14,2020-07-19,,低,37.7,1.3,57.7,1879,2020,6,2,149,38,良好,False
INS023819,2020-06-11,消防区,消防水泵,机械,74,正常,2020-03-21,2020-08-17,,低,85.0,4.68,31.4,1016,2020,6,2,82,67,良好,False
INS023820,2020-06-11,消防区,排烟风机,暖通,79,正常,2020-01-05,2020-08-10,,低,47.1,3.79,130.6,1828,2020,6,2,158,60,良好,False
INS023821,2020-06-11,消防区,灭火器组,消防,85,正常,2020-04-03,2020-09-03,,低,41.4,2.39,59.9,1609,2020,6,2,69,84,良好,False
INS023822,2020-06-11,消防区,气体灭火系统,消防,87,正常,2020-04-06,2020-08-05,,低,61.3,1.69,28.8,1834,2020,6,2,66,55,良好,False
INS023823,2020-06-11,消防区,消防广播,通信,82,正常,2020-02-25,2020-08-26,,低,45.4,2.01,59.9,838,2020,6,2,107,76,良好,False
INS023824,2020-06-11,消防区,防火卷帘,结构,86,正常,2020-05-08,2020-08-13,,低,44.9,0.99,41.4,4027,2020,6,2,34,63,良好,False
INS023825,2020-06-11,消防区,消防电话,通信,99,正常,2020-02-27,2020-07-31,,低,41.0,3.75,45.7,1156,2020,6,2,105,50,优秀,False
INS023826,2020-06-11,消防区,应急照明,电气,75,正常,2020-01-14,2020-09-04,,低,56.1,0.4,102.7,1153,2020,6,2,149,85,良好,False
INS023827,2020-06-11,电力区,主变压器,电气,75,正常,2020-01-27,2020-08-12,,低,67.1,1.79,106.5,1485,2020,6,2,136,62,良好,False
INS023828,2020-06-11,电力区,备用发电机,机械,61,预警,2020-03-14,2020-08-25,,低,69.8,5.58,54.6,855,2020,6,2,89,75,一般,False
INS023829,2020-06-11,电力区,UPS电源,电气,72,正常,2020-03-23,2020-08-22,,低,84.5,1.55,114.9,1845,2020,6,2,80,72,良好,False
INS023830,2020-06-11,电力区,配电柜,电气,88,正常,2020-04-28,2020-09-03,,低,70.6,0.02,72.7,1683,2020,6,2,44,84,良好,False
INS023831,2020-06-11,电力区,电缆线路,电气,94,正常,2020-04-28,2020-08-16,,低,55.5,3.09,113.7,2564,2020,6,2,44,66,优秀,False
INS023832,2020-06-11,电力区,稳压器,电气,83,正常,2020-03-14,2020-08-11,,低,64.5,1.93,104.1,1526,2020,6,2,89,61,良好,False
INS023833,2020-06-11,电力区,电容补偿柜,电气,73,正常,2020-04-24,2020-07-23,,低,52.7,2.94,113.9,1978,2020,6,2,48,42,良好,False
INS023834,2020-06-11,电力区,接地系统,电气,75,正常,2020-04-22,2020-09-07,,低,74.2,1.17,89.2,1639,2020,6,2,50,88,良好,False
INS023835,2020-06-11,电力区,电力监控,控制,72,正常,2020-02-12,2020-08-03,,低,42.4,2.89,65.0,707,2020,6,2,120,53,良好,False
INS023836,2020-06-11,电力区,柴油储罐,机械,73,正常,2020-03-12,2020-09-03,磨损,低,65.3,4.12,62.3,624,2020,6,2,91,84,良好,True
INS023837,2020-06-16,A区,座椅系统,结构,85,正常,2020-02-08,2020-08-07,,低,40.5,3.41,85.9,2184,2020,6,2,129,52,良好,False
INS023838,2020-06-16,A区,空调机组,暖通,74,正常,2020-04-20,2020-07-31,,低,54.2,2.83,146.8,1185,2020,6,2,57,45,良好,False
INS023839,2020-06-16,A区,照明系统,电气,86,正常,2020-02-12,2020-07-20,,低,63.3,1.32,121.5,1538,2020,6,2,125,34,良好,False
INS023840,2020-06-16,A区,消防喷淋,消防,84,正常,2020-01-30,2020-09-11,,低,58.1,3.38,6.8,2629,2020,6,2,138,87,良好,False
INS023841,2020-06-16,A区,监控摄像头,安防,81,正常,2020-02-05,2020-09-03,,低,29.7,3.33,29.5,996,2020,6,2,132,79,良好,False
INS023842,2020-06-16,A区,通风管道,暖通,69,预警,2020-01-23,2020-08-31,,低,57.5,3.29,160.3,1625,2020,6,2,145,76,一般,False
INS023843,2020-06-16,A区,应急照明,电气,73,正常,2020-03-17,2020-09-05,,低,78.4,2.34,106.3,1136,2020,6,2,91,81,良好,False
INS023844,2020-06-16,A区,排水系统,结构,93,正常,2020-05-15,2020-07-29,,低,42.1,1.94,50.6,3010,2020,6,2,32,43,优秀,False
INS023845,2020-06-16,A区,隔音墙板,结构,82,正常,2020-04-12,2020-09-03,,低,44.5,1.24,57.1,2121,2020,6,2,65,79,良好,False
INS023846,2020-06-16,A区,电子显示屏,电气,83,正常,2020-02-20,2020-08-24,,低,55.3,1.25,74.5,1707,2020,6,2,117,69,良好,False
INS023847,2020-06-16,B区,座椅系统,结构,83,正常,2019-12-24,2020-07-17,,低,32.9,2.54,38.3,2243,2020,6,2,175,31,良好,False
INS023848,2020-06-16,B区,空调机组,暖通,74,正常,2020-05-06,2020-08-28,,低,68.8,2.79,134.5,1089,2020,6,2,41,73,良好,False
INS023849,2020-06-16,B区,照明系统,电气,64,预警,2020-03-19,2020-07-31,,低,74.6,1.99,89.1,1581,2020,6,2,89,45,一般,False
INS023850,2020-06-16,B区,消防喷淋,消防,83,正常,2020-03-28,2020-08-20,,低,43.9,1.79,41.3,2003,2020,6,2,80,65,良好,False
INS023851,2020-06-16,B区,监控摄像头,安防,83,正常,2020-02-23,2020-09-06,,低,23.1,1.74,38.0,1392,2020,6,2,114,82,良好,False
INS023852,2020-06-16,B区,通风管道,暖通,77,正常,2019-12-28,2020-08-17,异响,低,63.4,2.28,134.9,1670,2020,6,2,171,62,良好,True
INS023853,2020-06-16,B区,应急照明,电气,78,正常,2020-04-07,2020-09-06,,低,58.4,1.24,86.4,2041,2020,6,2,70,82,良好,False
INS023854,2020-06-16,B区,排水系统,结构,98,正常,2020-01-17,2020-09-06,,低,34.4,1.82,20.1,3425,2020,6,2,151,82,优秀,False
INS023855,2020-06-16,B区,隔音墙板,结构,90,正常,2020-04-07,2020-09-05,,低,29.0,2.9,50.5,2831,2020,6,2,70,81,优秀,False
INS023856,2020-06-16,B区,电子显示屏,电气,79,正常,2020-02-08,2020-09-05,,低,57.4,0.89,112.4,2017,2020,6,2,129,81,良好,False
INS023857,2020-06-16,C区,座椅系统,结构,81,正常,2020-04-03,2020-07-26,,低,40.2,1.3,56.6,2842,2020,6,2,74,40,良好,False
INS023858,2020-06-16,C区,空调机组,暖通,78,正常,2020-01-27,2020-08-24,,低,48.9,3.65,162.3,1447,2020,6,2,141,69,良好,False
INS023859,2020-06-16,C区,照明系统,电气,84,正常,2020-04-03,2020-09-03,,低,62.6,1.12,90.1,2082,2020,6,2,74,79,良好,False
INS023860,2020-06-16,C区,消防喷淋,消防,84,正常,2020-04-12,2020-09-12,,低,42.9,0.85,46.1,2642,2020,6,2,65,88,良好,False
INS023861,2020-06-16,C区,监控摄像头,安防,81,正常,2020-05-01,2020-07-20,,低,44.1,3.13,12.4,1445,2020,6,2,46,34,良好,False
INS023862,2020-06-16,C区,通风管道,暖通,64,预警,2020-05-12,2020-08-02,,低,57.6,2.11,130.2,1327,2020,6,2,35,47,一般,False
INS023863,2020-06-16,C区,应急照明,电气,82,正常,2020-02-05,2020-08-13,,低,75.0,1.01,63.6,2036,2020,6,2,132,58,良好,False
INS023864,2020-06-16,C区,排水系统,结构,78,正常,2020-04-30,2020-08-24,,低,40.7,2.03,57.3,3587,2020,6,2,47,69,良好,False
INS023865,2020-06-16,C区,隔音墙板,结构,77,正常,2020-05-05,2020-08-18,,低,37.1,1.18,4.1,3434,2020,6,2,42,63,良好,False
INS023866,2020-06-16,C区,电子显示屏,电气,81,正常,2020-02-20,2020-09-04,,低,63.9,2.67,86.5,2296,2020,6,2,117,80,良好,False
INS023867,2020-06-16,VIP区,座椅系统,结构,83,正常,2019-12-23,2020-08-26,,低,44.3,2.39,44.6,2246,2020,6,2,176,71,良好,False
INS023868,2020-06-16,VIP区,空调机组,暖通,64,预警,2020-04-28,2020-08-06,,低,56.4,2.95,131.0,1096,2020,6,2,49,51,一般,False
INS023869,2020-06-16,VIP区,照明系统,电气,84,正常,2020-05-12,2020-09-04,,低,65.5,2.57,119.8,1422,2020,6,2,35,80,良好,False
INS023870,2020-06-16,VIP区,消防喷淋,消防,81,正常,2020-04-29,2020-08-23,,低,34.0,2.36,11.9,2198,2020,6,2,48,68,良好,False
INS023871,2020-06-16,VIP区,监控摄像头,安防,81,正常,2020-03-05,2020-08-30,,低,34.4,3.03,41.3,1186,2020,6,2,103,75,良好,False
INS023872,2020-06-16,VIP区,电梯系统,运输,59,预警,2020-05-01,2020-08-04,,中,37.2,0.68,32.5,871,2020,6,2,46,49,一般,False
INS023873,2020-06-16,VIP区,通风管道,暖通,76,正常,2020-05-09,2020-08-26,,低,52.0,4.43,123.4,1000,2020,6,2,38,71,良好,False
INS023874,2020-06-16,VIP区,应急照明,电气,77,正常,2020-03-12,2020-09-13,,低,66.6,1.69,105.8,1346,2020,6,2,96,89,良好,False
INS023875,2020-06-16,VIP区,排水系统,结构,87,正常,2020-04-01,2020-09-06,,低,54.5,2.83,47.5,3024,2020,6,2,76,82,良好,False
INS023876,2020-06-16,VIP区,电子显示屏,电气,81,正常,2020-03-31,2020-09-05,,低,69.3,2.91,88.3,1960,2020,6,2,77,81,良好,False
INS023877,2020-06-16,VIP区,贵宾接待系统,控制,85,正常,2019-12-29,2020-07-18,,低,50.7,2.25,39.8,1354,2020,6,2,170,32,良好,False
INS023878,2020-06-16,舞台区,液压升降台,机械,79,正常,2020-03-01,2020-09-13,,低,73.7,4.49,24.1,772,2020,6,2,107,89,良好,False
INS023879,2020-06-16,舞台区,舞台灯光,电气,70,正常,2020-02-27,2020-08-27,,低,52.9,2.28,99.0,1663,2020,6,2,110,72,良好,False
INS023880,2020-06-16,舞台区,音响系统,电气,88,正常,2020-02-01,2020-07-23,,低,63.3,2.56,90.5,1882,2020,6,2,136,37,良好,False
INS023881,2020-06-16,舞台区,烟雾机,特效,80,正常,2020-01-23,2020-08-04,,低,32.5,2.15,25.2,524,2020,6,2,145,49,良好,False
INS023882,2020-06-16,舞台区,吊挂系统,机械,81,正常,2020-03-26,2020-09-12,,低,82.7,3.32,18.9,1025,2020,6,2,82,88,良好,False
INS023883,2020-06-16,舞台区,旋转舞台,机械,60,预警,2020-04-04,2020-07-31,,低,56.5,3.5,27.9,686,2020,6,2,73,45,一般,False
INS023884,2020-06-16,舞台区,LED地屏,电气,85,正常,2020-01-10,2020-09-07,,低,57.8,1.58,101.6,1389,2020,6,2,158,83,良好,False
INS023885,2020-06-16,舞台区,舞台幕布,结构,91,正常,2020-01-27,2020-08-08,,低,24.7,2.09,57.6,3975,2020,6,2,141,53,优秀,False
INS023886,2020-06-16,舞台区,线缆卷扬机,机械,68,预警,2020-04-16,2020-08-03,,低,67.4,5.15,34.3,883,2020,6,2,61,48,一般,False
INS023887,2020-06-16,舞台区,舞台监控,安防,81,正常,2020-05-04,2020-08-22,,低,33.3,2.15,65.0,1169,2020,6,2,43,67,良好,False
INS023888,2020-06-16,灯光区,主灯阵列,电气,69,预警,2020-04-26,2020-08-12,,低,64.0,3.58,92.0,1427,2020,6,2,51,57,一般,False
INS023889,2020-06-16,灯光区,追光灯,电气,83,正常,2020-03-12,2020-08-08,,低,47.2,3.05,100.1,1694,2020,6,2,96,53,良好,False
INS023890,2020-06-16,灯光区,灯光控制台,控制,73,正常,2020-03-23,2020-08-29,,低,41.6,2.38,69.8,899,2020,6,2,85,74,良好,False
INS023891,2020-06-16,灯光区,配电柜,电气,69,预警,2020-01-26,2020-07-23,,低,60.4,1.87,101.0,1441,2020,6,2,142,37,一般,False
INS023892,2020-06-16,灯光区,散热系统,暖通,56,预警,2020-04-26,2020-09-08,异响,中,64.4,2.93,136.5,772,2020,6,2,51,84,一般,True
INS023893,2020-06-16,灯光区,特效灯,电气,83,正常,2020-02-13,2020-09-13,,低,69.1,1.58,96.0,2106,2020,6,2,124,89,良好,False
INS023894,2020-06-16,灯光区,激光投影,电气,81,正常,2020-04-09,2020-08-07,,低,62.3,1.36,93.4,1442,2020,6,2,68,52,良好,False
INS023895,2020-06-16,灯光区,灯光桁架,结构,83,正常,2020-01-24,2020-08-27,,低,46.4,0.29,38.9,3033,2020,6,2,144,72,良好,False
INS023896,2020-06-16,灯光区,调光器,电气,87,正常,2020-01-01,2020-07-20,,低,64.9,2.84,89.9,1650,2020,6,2,167,34,良好,False
INS023897,2020-06-16,灯光区,信号放大器,通信,79,正常,2020-03-17,2020-08-21,,低,47.1,2.67,50.5,623,2020,6,2,91,66,良好,False
INS023898,2020-06-16,音响区,主扩音箱,电气,76,正常,2020-03-08,2020-09-07,,低,60.1,1.27,97.5,1425,2020,6,2,100,83,良好,False
INS023899,2020-06-16,音响区,低音炮阵列,电气,98,正常,2020-05-15,2020-09-13,,低,59.0,0.95,76.3,2437,2020,6,2,32,89,优秀,False
INS023900,2020-06-16,音响区,调音台,控制,92,正常,2020-04-29,2020-07-18,,低,50.7,1.88,52.9,1043,2020,6,2,48,32,优秀,False
INS023901,2020-06-16,音响区,无线麦克风,通信,71,正常,2020-05-01,2020-07-29,,低,46.2,2.55,36.2,580,2020,6,2,46,43,良好,False
INS023902,2020-06-16,音响区,功放系统,电气,86,正常,2020-03-15,2020-08-25,,低,64.2,1.44,114.4,2338,2020,6,2,93,70,良好,False
INS023903,2020-06-16,音响区,音频处理器,控制,82,正常,2019-12-31,2020-08-15,,低,45.4,1.62,13.2,1197,2020,6,2,168,60,良好,False
INS023904,2020-06-16,音响区,返听音箱,电气,77,正常,2020-03-10,2020-08-04,,低,64.1,1.39,85.3,1981,2020,6,2,98,49,良好,False
INS023905,2020-06-16,音响区,信号分配器,通信,75,正常,2020-02-20,2020-07-21,,低,30.8,1.32,57.9,994,2020,6,2,117,35,良好,False
INS023906,2020-06-16,音响区,录音系统,控制,76,正常,2019-12-22,2020-08-20,,低,51.1,1.92,48.5,747,2020,6,2,177,65,良好,False
INS023907,2020-06-16,音响区,降噪系统,电气,92,正常,2020-01-22,2020-08-12,,低,76.5,2.42,85.2,2329,2020,6,2,146,57,优秀,False
INS023908,2020-06-16,安防区,视频监控,安防,84,正常,2020-01-02,2020-07-31,,低,27.2,2.56,19.1,897,2020,6,2,166,45,良好,False
INS023909,2020-06-16,安防区,门禁系统,安防,84,正常,2020-01-01,2020-09-03,,低,25.4,1.79,69.6,1130,2020,6,2,167,79,良好,False
INS023910,2020-06-16,安防区,X光安检机,安防,74,正常,2020-01-22,2020-08-25,,低,31.1,2.53,12.5,1337,2020,6,2,146,70,良好,False
INS023911,2020-06-16,安防区,金属探测器,安防,78,正常,2020-02-03,2020-07-25,画面模糊,低,23.6,1.93,52.0,1160,2020,6,2,134,39,良好,True
INS023912,2020-06-16,安防区,报警系统,安防,83,正常,2020-04-17,2020-08-22,,低,46.0,0.85,38.6,861,2020,6,2,60,67,良好,False
