date,quarter,year,event_type,event_name,total_tickets,sold_tickets,avg_ticket_price,total_revenue,vip_revenue,merchandise_revenue,sponsor_revenue,month,sell_rate,revenue_per_ticket,vip_revenue_ratio,sponsor_revenue_ratio,is_weekend
2020-12-13,4,2020,展览,国际设计周,17910,5857,70.05,410282.85,44987.05,4617.61,84875.55,12,0.327,70.05,0.1096,0.2069,True
2020-12-16,4,2020,展览,2020未来生活体验展,25849,9597,285.52,2740135.44,233233.51,45217.51,660919.95,12,0.3713,285.52,0.0851,0.2412,False
2020-12-19,4,2020,体育赛事,2020意大利超级杯,52759,20533,657.68,13504143.44,4144313.76,95077.23,2500438.84,12,0.3892,657.68,0.3069,0.1852,True
2020-12-26,4,2020,演唱会,2020薛之谦天外来物巡演,57556,26765,1265.39,33868163.35,17383777.49,816721.78,4445952.38,12,0.465,1265.39,0.5133,0.1313,True
2020-12-26,4,2020,体育赛事,国际田联钻石联赛,62505,23752,263.32,6254376.64,1121994.56,70131.09,1469519.63,12,0.38,263.32,0.1794,0.235,True
2021-01-05,1,2021,体育赛事,NBA中国赛北京站,49100,17399,616.69,10729789.31,4045594.38,76643.32,2008151.38,1,0.3544,616.69,0.377,0.1872,False
2021-01-09,1,2021,演唱会,2021Ed Sheeran中国巡演,44900,17370,787.17,13673142.9,7290811.84,167693.31,2084650.21,1,0.3869,787.17,0.5332,0.1525,True
2021-01-09,1,2021,演唱会,2021邓紫棋启示录巡演,47581,16746,1029.31,17236825.26,7935981.77,214048.83,2923096.48,1,0.3519,1029.31,0.4604,0.1696,True
2021-01-16,1,2021,展览,2021中国品牌日展览,35117,11813,197.68,2335193.84,314972.44,22434.57,502806.06,1,0.3364,197.68,0.1349,0.2153,True
2021-01-27,1,2021,演唱会,2021王力宏龙的传人巡演,40989,15493,953.72,14775983.96,5472564.54,309252.6,1860730.15,1,0.378,953.72,0.3704,0.1259,False
2021-01-30,1,2021,体育赛事,世界斯诺克中国公开赛,49831,12196,266.53,3250599.88,1056197.67,18020.22,955543.17,1,0.2447,266.53,0.3249,0.294,True
2021-01-31,1,2021,商业活动,2021世界500强企业峰会,7875,2812,1067.55,3001950.6,1803201.09,12082.55,1162302.2,1,0.3571,1067.55,0.6007,0.3872,True
2021-02-03,1,2021,体育赛事,2021全国运动会田径项目,48566,16495,535.44,8832082.8,1902102.19,90389.49,2534228.35,2,0.3396,535.44,0.2154,0.2869,False
2021-02-06,1,2021,文化活动,2021中国传统文化周,36339,9461,207.12,1959562.32,400562.15,12914.14,361754.0,2,0.2604,207.12,0.2044,0.1846,True
2021-02-22,1,2021,体育赛事,中国足协杯决赛,43366,14215,362.73,5156206.95,1842734.32,26073.43,1250415.5,2,0.3278,362.73,0.3574,0.2425,False
2021-02-25,1,2021,文化活动,2021北京国际电影节开幕式,43511,13245,344.78,4566611.1,1248435.35,28789.7,678231.29,2,0.3044,344.78,0.2734,0.1485,False
2021-02-27,1,2021,展览,2021国际摄影大展,17199,3899,78.51,306110.49,63094.91,4886.58,49971.03,2,0.2267,78.51,0.2061,0.1632,True
2021-03-02,1,2021,展览,2021全球创新科技展,29333,9719,132.64,1289128.16,131899.46,13450.37,176344.88,3,0.3313,132.64,0.1023,0.1368,False
2021-03-03,1,2021,展览,2021中国品牌日展览,18793,4850,318.39,1544191.5,157369.04,27321.3,382863.99,3,0.2581,318.39,0.1019,0.2479,False
2021-03-05,1,2021,体育赛事,2021NFL中国赛,64290,22620,262.92,5947250.4,1631288.5,57984.35,1411774.68,3,0.3518,262.92,0.2743,0.2374,False
2021-03-07,1,2021,体育赛事,2021中国足协杯决赛,71224,25269,262.91,6643472.79,1191097.46,62009.65,1030013.65,3,0.3548,262.91,0.1793,0.155,True
2021-03-13,1,2021,演唱会,2021薛之谦天外来物巡演,39510,13494,1770.99,23897739.06,9986819.49,529319.0,2663854.62,3,0.3415,1770.99,0.4179,0.1115,True
2021-03-13,1,2021,体育赛事,2021世界斯诺克中国公开赛,68815,24317,450.54,10955781.18,4207995.31,82305.78,2309373.89,3,0.3534,450.54,0.3841,0.2108,True
2021-03-14,1,2021,演唱会,薛之谦天外来物巡演,49059,19028,1701.3,32372336.4,12041986.07,622038.27,3377904.43,3,0.3879,1701.3,0.372,0.1043,True
2021-03-16,1,2021,演唱会,2021薛之谦天外来物巡演,35135,12216,1058.73,12933445.68,4889677.5,226324.79,1755514.87,3,0.3477,1058.73,0.3781,0.1357,False
2021-03-17,1,2021,演唱会,2021毛不易小王巡演,68663,24683,897.47,22152252.01,5422608.58,511633.57,3076334.39,3,0.3595,897.47,0.2448,0.1389,False
2021-03-18,1,2021,文化活动,冰雪文化节,52826,19008,228.44,4342187.52,435916.31,51885.86,778870.77,3,0.3598,228.44,0.1004,0.1794,False
2021-03-19,1,2021,体育赛事,法国超级杯北京站,69771,17677,466.12,8239603.24,1870142.37,51883.77,1675090.24,3,0.2534,466.12,0.227,0.2033,False
2021-03-23,1,2021,展览,2021国际汽车展览会,32533,10952,159.0,1741368.0,180837.9,15159.21,383909.97,3,0.3366,159.0,0.1038,0.2205,False
2021-03-28,1,2021,演唱会,2021陈奕迅Fear and Dreams,40159,13708,689.16,9447005.28,4201188.63,181956.03,1108380.98,3,0.3413,689.16,0.4447,0.1173,True
2021-03-29,1,2021,体育赛事,2021国际马术大师赛,53146,16389,388.76,6371387.64,1192994.3,31885.46,1401699.75,3,0.3084,388.76,0.1872,0.22,False
2021-03-31,1,2021,体育赛事,亚洲田径锦标赛,68634,17224,715.6,12325494.4,2092913.05,72769.16,3597815.87,3,0.251,715.6,0.1698,0.2919,False
2021-04-01,2,2021,体育赛事,2021NFL中国赛,66712,32468,829.58,26934803.44,8206189.87,134886.81,7653138.54,4,0.4867,829.58,0.3047,0.2841,False
2021-04-07,2,2021,演唱会,2021Taylor Swift世界巡演北京站,45718,23042,1255.88,28937986.96,10874553.78,584742.99,2603439.6,4,0.504,1255.88,0.3758,0.09,False
2021-04-07,2,2021,商业活动,行业峰会论坛,8920,3812,1493.27,5692345.24,2282056.74,21311.3,2170841.34,4,0.4274,1493.27,0.4009,0.3814,False
2021-04-08,2,2021,文化活动,央视春晚分会场,40233,19875,496.5,9867937.5,1920093.36,66204.37,1314687.58,4,0.494,496.5,0.1946,0.1332,False
2021-04-14,2,2021,体育赛事,2021北京马拉松起点仪式,87064,30900,483.32,14934588.0,3589340.9,125726.57,2300332.63,4,0.3549,483.32,0.2403,0.154,False
2021-04-15,2,2021,体育赛事,2021中超联赛北京德比,82982,40226,805.75,32412099.5,7584672.75,341449.04,8251179.68,4,0.4848,805.75,0.234,0.2546,False
2021-04-16,2,2021,体育赛事,2021中超联赛北京德比,71607,33956,718.06,24382445.36,9371213.75,130772.28,6719611.54,4,0.4742,718.06,0.3843,0.2756,False
2021-04-17,2,2021,文化活动,春节文化庙会,54833,26973,456.54,12314253.42,2248727.11,77945.34,2113211.11,4,0.4919,456.54,0.1826,0.1716,True
2021-04-17,2,2021,体育赛事,2021亚洲田径锦标赛,66875,25501,338.47,8631323.47,1920448.88,62037.97,1520507.59,4,0.3813,338.47,0.2225,0.1762,True
2021-04-26,2,2021,文化活动,2021冰雪文化节,34203,13108,598.39,7843696.12,984692.62,83555.42,1310801.84,4,0.3832,598.39,0.1255,0.1671,False
2021-05-01,2,2021,演唱会,2021毛不易小王巡演,55894,26774,1419.24,37998731.76,13207826.25,681359.84,5058180.78,5,0.479,1419.24,0.3476,0.1331,True
2021-05-05,2,2021,演唱会,周杰伦巡回演唱会,56062,28251,1556.55,43974094.05,24134181.73,1050038.21,7180537.39,5,0.5039,1556.55,0.5488,0.1633,False
2021-05-10,2,2021,体育赛事,2021NBA中国赛北京站,87332,42379,557.13,23610612.27,3669160.57,175233.42,5922339.76,5,0.4853,557.13,0.1554,0.2508,False
2021-05-11,2,2021,体育赛事,2021世界斯诺克中国公开赛,92169,41956,393.92,16527307.52,2869284.63,84695.61,3570221.74,5,0.4552,393.92,0.1736,0.216,False
2021-05-13,2,2021,商业活动,品牌新品发布会,13582,6010,1566.07,9412080.7,3146093.46,52753.98,3709077.58,5,0.4425,1566.07,0.3343,0.3941,False
2021-05-14,2,2021,体育赛事,意大利超级杯,94544,35040,843.5,29556240.0,5231122.0,331525.12,6532843.72,5,0.3706,843.5,0.177,0.221,False
2021-05-15,2,2021,商业活动,创业大赛总决赛,10847,4645,2025.14,9406775.3,3097664.51,29913.07,3916171.31,5,0.4282,2025.14,0.3293,0.4163,True
2021-05-15,2,2021,文化活动,2021中国传统文化周,40823,18503,357.91,6622408.73,1548010.62,76669.37,889464.37,5,0.4532,357.91,0.2338,0.1343,True
2021-05-16,2,2021,商业活动,品牌新品发布会,10678,5482,743.07,4073509.74,2383113.11,30524.7,1831202.49,5,0.5134,743.07,0.585,0.4495,True
2021-05-16,2,2021,展览,未来生活体验展,45290,14259,379.57,5412288.63,852306.52,62941.6,1005844.03,5,0.3148,379.57,0.1575,0.1858,True
2021-05-18,2,2021,体育赛事,2021法国超级杯北京站,97070,45055,632.96,28518012.8,5350659.82,295374.29,8109107.83,5,0.4641,632.96,0.1876,0.2844,False
2021-05-18,2,2021,展览,2021中国品牌日展览,41789,12918,329.78,4260098.04,336504.52,38495.05,974794.26,5,0.3091,329.78,0.079,0.2288,False
2021-05-20,2,2021,展览,国际摄影大展,25219,7951,275.71,2192170.21,194788.63,36434.26,383989.21,5,0.3153,275.71,0.0889,0.1752,False
2021-05-21,2,2021,体育赛事,2021世界斯诺克中国公开赛,82579,31160,683.01,21282591.6,2937056.98,109527.55,6230039.35,5,0.3773,683.01,0.138,0.2927,False
2021-05-22,2,2021,商业活动,科技产品首发仪式,22342,9868,1092.11,10776941.48,6610891.08,84350.51,3015952.72,5,0.4417,1092.11,0.6134,0.2799,True
2021-05-22,2,2021,展览,当代艺术大展,41254,16155,243.86,3939558.3,451620.83,49775.44,782927.82,5,0.3916,243.86,0.1146,0.1987,True
2021-05-29,2,2021,演唱会,林俊杰圣所演唱会,44835,21450,1745.07,37431751.5,9177881.06,613585.03,3286021.41,5,0.4784,1745.07,0.2452,0.0878,True
2021-05-31,2,2021,文化活动,2021非遗文化展示周,53755,20692,203.23,4205235.16,838272.2,50086.79,494552.77,5,0.3849,203.23,0.1993,0.1176,False
2021-06-01,2,2021,商业活动,2021行业峰会论坛,26594,13545,3765.28,51000717.6,31070361.73,206717.54,18315116.04,6,0.5093,3765.28,0.6092,0.3591,False
2021-06-04,2,2021,文化活动,2021国庆文艺汇演,57406,25497,518.83,13228608.51,2270207.07,194876.98,2481061.96,6,0.4442,518.83,0.1716,0.1876,False
2021-06-06,2,2021,演唱会,周杰伦巡回演唱会,95708,48518,1502.64,72905087.52,22463489.32,1372685.97,10949968.69,6,0.5069,1502.64,0.3081,0.1502,True
2021-06-07,2,2021,体育赛事,2021北京马拉松起点仪式,91256,34988,970.04,33939759.52,7112580.25,228939.5,9250196.85,6,0.3834,970.04,0.2096,0.2725,False
2021-06-09,2,2021,演唱会,薛之谦天外来物巡演,70011,34489,1004.27,34636268.03,13229035.31,713938.67,4056695.47,6,0.4926,1004.27,0.3819,0.1171,False
2021-06-10,2,2021,文化活动,冰雪文化节,60913,23587,552.38,13028987.06,3129098.47,111669.36,1691261.45,6,0.3872,552.38,0.2402,0.1298,False
2021-06-11,2,2021,体育赛事,全国运动会田径项目,107507,46221,633.49,29280541.29,8615495.29,242580.93,6637860.11,6,0.4299,633.49,0.2942,0.2267,False
2021-06-12,2,2021,演唱会,2021李荣浩纵横四海巡演,53418,25918,1084.26,28101850.68,11813880.81,644274.34,4587304.98,6,0.4852,1084.26,0.4204,0.1632,True
2021-06-13,2,2021,展览,国际航空航天展,54722,17181,296.15,5088153.15,617948.91,84992.77,723313.11,6,0.314,296.15,0.1214,0.1422,True
2021-06-15,2,2021,文化活动,2021中秋赏月晚会,49688,18725,569.71,10667819.75,1966323.02,159591.55,1837740.1,6,0.3769,569.71,0.1843,0.1723,False
2021-06-16,2,2021,体育赛事,2021NFL中国赛,98164,49145,592.14,29100720.3,7546560.44,157959.39,6501089.99,6,0.5006,592.14,0.2593,0.2234,False
2021-06-17,2,2021,演唱会,2021周杰伦巡回演唱会,65258,33038,1316.72,43501795.36,14320880.65,1074806.06,4510846.24,6,0.5063,1316.72,0.3292,0.1037,False
2021-06-22,2,2021,商业活动,世界500强企业峰会,29713,13527,1032.09,13961081.43,4401158.03,59327.14,4854319.26,6,0.4553,1032.09,0.3152,0.3477,False
2021-06-23,2,2021,体育赛事,2021国际马术大师赛,103896,46898,896.44,42041243.12,10869706.88,379616.86,10052916.25,6,0.4514,896.44,0.2585,0.2391,False
2021-06-23,2,2021,体育赛事,2021全国田径锦标赛,119359,59115,573.3,33890629.5,6820017.09,360713.82,9600020.89,6,0.4953,573.3,0.2012,0.2833,False
2021-06-24,2,2021,展览,2021数字艺术沉浸展,53286,17661,302.69,5345808.09,847160.56,65730.27,1012447.57,6,0.3314,302.69,0.1585,0.1894,False
2021-06-25,2,2021,演唱会,2021薛之谦天外来物巡演,60923,28838,1728.52,49847059.76,23707475.16,1135552.25,7625038.96,6,0.4734,1728.52,0.4756,0.153,False
2021-06-27,2,2021,商业活动,2021科技产品首发仪式,17783,7671,1805.26,13848149.46,5192069.03,54496.4,4816434.52,6,0.4314,1805.26,0.3749,0.3478,True
2021-06-28,2,2021,商业活动,行业峰会论坛,10301,4895,3033.31,14848052.45,8612132.97,117149.36,5802181.43,6,0.4752,3033.31,0.58,0.3908,False
2021-06-29,2,2021,演唱会,2021周杰伦巡回演唱会,92885,48827,888.56,43385719.12,19521391.06,608277.1,6290021.33,6,0.5257,888.56,0.4499,0.145,False
2021-07-03,3,2021,演唱会,2021王力宏龙的传人巡演,100372,62400,2247.78,140261472.0,64662225.26,1719039.14,20904255.2,7,0.6217,2247.78,0.461,0.149,True
2021-07-04,3,2021,体育赛事,世界田径锦标赛,118820,60732,1275.51,77464273.32,23985582.76,588813.76,15068955.07,7,0.5111,1275.51,0.3096,0.1945,True
2021-07-04,3,2021,演唱会,Coldplay北京演唱会,66624,38163,1676.22,63969583.86,34460844.7,1588924.19,7500222.27,7,0.5728,1676.22,0.5387,0.1172,True
2021-07-09,3,2021,演唱会,2021林俊杰圣所演唱会,110348,67460,2709.0,182749140.0,66453346.76,2325177.62,29257879.06,7,0.6113,2709.0,0.3636,0.1601,False
2021-07-09,3,2021,演唱会,2021Coldplay北京演唱会,112210,69991,3110.93,217737101.63,112519169.99,5037478.0,19066033.48,7,0.6238,3110.93,0.5168,0.0876,False
2021-07-10,3,2021,商业活动,2021品牌周年庆典,35528,17377,1361.32,23655657.64,16727175.73,82258.14,9627848.75,7,0.4891,1361.32,0.7071,0.407,True
2021-07-10,3,2021,体育赛事,国际田联钻石联赛,133062,68116,671.12,45714009.92,9306341.23,496254.9,12442265.29,7,0.5119,671.12,0.2036,0.2722,True
2021-07-11,3,2021,体育赛事,2021国际足球友谊赛,116151,45552,1077.87,49099134.24,6227454.88,453645.25,14608371.05,7,0.3922,1077.87,0.1268,0.2975,True
2021-07-13,3,2021,商业活动,2021企业年会盛典,23308,11450,879.33,10068328.5,7945289.19,52244.53,3633822.2,7,0.4912,879.33,0.7891,0.3609,False
2021-07-14,3,2021,演唱会,Taylor Swift世界巡演北京站,92379,51685,2834.52,146502166.2,65777206.61,2012221.47,15931482.28,7,0.5595,2834.52,0.449,0.1087,False
2021-07-16,3,2021,演唱会,2021BLACKPINK世界巡演北京站,70829,42078,1746.95,73508162.1,26269711.28,1482665.66,6195981.01,7,0.5941,1746.95,0.3574,0.0843,False
2021-07-18,3,2021,体育赛事,2021世界田径锦标赛,109370,45965,1138.82,52345861.3,10524680.1,589329.72,11751309.39,7,0.4203,1138.82,0.2011,0.2245,True
2021-07-19,3,2021,商业活动,2021金融峰会,12589,7545,2676.42,20193588.9,12090641.45,124690.74,5221186.82,7,0.5993,2676.42,0.5987,0.2586,False
2021-07-20,3,2021,演唱会,2021Coldplay北京演唱会,80158,46400,3008.44,139591616.0,49467475.22,3288534.35,25033813.98,7,0.5789,3008.44,0.3544,0.1793,False
2021-07-22,3,2021,体育赛事,2021中超联赛北京德比,96160,45876,1182.83,54263509.08,13022142.72,289626.9,13611514.38,7,0.4771,1182.83,0.24,0.2508,False
2021-07-23,3,2021,演唱会,2021蔡依林Ugly Beauty巡演,73883,42346,2365.49,100169039.54,39499950.86,2436368.03,14409095.13,7,0.5731,2365.49,0.3943,0.1438,False
2021-07-23,3,2021,展览,2021数字艺术沉浸展,30570,11256,240.75,2709882.0,556169.19,47661.36,334291.93,7,0.3682,240.75,0.2052,0.1234,False
2021-07-23,3,2021,商业活动,2021电商购物节开幕式,12865,6376,2114.61,13482753.36,9076099.35,50827.1,5824021.81,7,0.4956,2114.61,0.6732,0.432,False
2021-07-24,3,2021,展览,2021未来生活体验展,39258,17831,269.57,4806702.67,557384.68,78174.25,859333.06,7,0.4542,269.57,0.116,0.1788,True
2021-07-25,3,2021,体育赛事,2021中国足协杯决赛,116953,51192,975.61,49943427.12,13022426.05,478260.29,9575501.03,7,0.4377,975.61,0.2607,0.1917,True
2021-07-25,3,2021,体育赛事,2021亚洲田径锦标赛,106089,52956,935.68,49549870.08,13964000.2,354491.99,8372140.98,7,0.4992,935.68,0.2818,0.169,True
2021-07-26,3,2021,体育赛事,2021全国田径锦标赛,95062,45017,811.75,36542549.75,13346921.15,336556.38,7384941.81,7,0.4736,811.75,0.3652,0.2021,False
2021-07-26,3,2021,演唱会,2021Coldplay北京演唱会,112979,69784,1909.29,133237893.36,54231714.54,2520936.17,22015636.06,7,0.6177,1909.29,0.407,0.1652,False
2021-07-29,3,2021,演唱会,Coldplay北京演唱会,71920,40415,2417.8,97715387.0,62136711.74,1230513.79,11951166.49,7,0.5619,2417.8,0.6359,0.1223,False
2021-07-30,3,2021,展览,2021国际文创博览会,66638,31044,329.68,10234585.92,2389440.85,183117.88,1755744.23,7,0.4659,329.68,0.2335,0.1716,False
2021-07-31,3,2021,演唱会,Taylor Swift世界巡演北京站,77299,45477,2129.5,96843271.5,39760224.77,1890898.73,12803751.07,7,0.5883,2129.5,0.4106,0.1322,True
2021-08-03,3,2021,体育赛事,亚洲田径锦标赛,103234,56959,809.51,46108880.09,13743066.32,349750.2,13063123.81,8,0.5517,809.51,0.2981,0.2833,False
2021-08-08,3,2021,展览,2021未来生活体验展,53526,22426,328.91,7376135.66,930761.35,82156.78,1120212.94,8,0.419,328.91,0.1262,0.1519,True
2021-08-09,3,2021,演唱会,2021BLACKPINK世界巡演北京站,102751,59672,2839.92,169463706.24,86423537.08,3237032.74,17258831.96,8,0.5807,2839.92,0.51,0.1018,False
2021-08-12,3,2021,展览,2021国际文创博览会,38114,20940,467.58,9791125.2,1595487.46,130773.37,1349446.31,8,0.5494,467.58,0.163,0.1378,False
2021-08-15,3,2021,体育赛事,2021中超联赛北京德比,95571,49727,462.33,22990283.91,5554824.66,204259.48,6137410.99,8,0.5203,462.33,0.2416,0.267,True
2021-08-19,3,2021,文化活动,2021央视春晚分会场,45571,24256,806.37,19559310.72,4289686.86,186385.74,3937227.74,8,0.5323,806.37,0.2193,0.2013,False
2021-08-20,3,2021,演唱会,2021五月天人生无限公司,69209,42004,3082.0,129456328.0,37485142.98,2518917.96,22191517.53,8,0.6069,3082.0,0.2896,0.1714,False
2021-08-21,3,2021,体育赛事,2021法国超级杯北京站,129318,67539,1053.65,71162467.35,19203913.19,848015.13,15354215.32,8,0.5223,1053.65,0.2699,0.2158,True
2021-08-23,3,2021,商业活动,2021科技产品首发仪式,24717,12931,3159.04,40849546.24,13638741.87,231796.26,14750719.53,8,0.5232,3159.04,0.3339,0.3611,False
2021-08-23,3,2021,演唱会,2021李荣浩纵横四海巡演,88632,49107,1088.72,53463773.04,32209848.29,889878.95,9040994.64,8,0.5541,1088.72,0.6025,0.1691,False
2021-08-24,3,2021,体育赛事,2021世界斯诺克中国公开赛,127268,73512,1197.07,87999009.84,29371318.25,692457.41,19690057.22,8,0.5776,1197.07,0.3338,0.2238,False
2021-08-25,3,2021,演唱会,2021Taylor Swift世界巡演北京站,86114,49578,2404.65,119217737.7,35848734.18,2048104.37,21195240.35,8,0.5757,2404.65,0.3007,0.1778,False
2021-08-27,3,2021,体育赛事,2021世界田径锦标赛,124950,60999,827.61,50483382.39,18099849.66,346116.24,7700432.41,8,0.4882,827.61,0.3585,0.1525,False
2021-08-28,3,2021,商业活动,2021行业峰会论坛,18247,9211,2058.57,18961488.27,19592515.5,106531.3,6776863.54,8,0.5048,2058.57,1.0333,0.3574,True
2021-08-31,3,2021,演唱会,五月天人生无限公司,113521,66464,2900.66,192789466.24,53155940.33,3859590.11,30448764.95,8,0.5855,2900.66,0.2757,0.1579,False
2021-09-04,3,2021,体育赛事,NBA中国赛北京站,90634,44796,500.27,22410094.92,5722787.62,182127.98,4580858.64,9,0.4943,500.27,0.2554,0.2044,True
2021-09-14,3,2021,展览,2021国际汽车展览会,48413,19846,239.9,4761055.4,812263.91,82399.97,1027560.71,9,0.4099,239.9,0.1706,0.2158,False
2021-09-16,3,2021,文化活动,2021央视春晚分会场,69957,38499,427.91,16474107.09,4825995.45,158062.51,3299182.34,9,0.5503,427.91,0.2929,0.2003,False
2021-09-17,3,2021,演唱会,2021BLACKPINK世界巡演北京站,72645,44331,1858.89,82406452.59,35146386.47,1605374.82,7608049.39,9,0.6102,1858.89,0.4265,0.0923,False
2021-09-18,3,2021,文化活动,2021央视春晚分会场,68485,29181,523.6,15279171.6,1772582.86,213202.91,1893408.15,9,0.4261,523.6,0.116,0.1239,True
2021-09-18,3,2021,展览,2021国际航空航天展,49008,17847,384.67,6865205.49,703514.23,86957.05,1198521.0,9,0.3642,384.67,0.1025,0.1746,True
2021-09-19,3,2021,演唱会,张学友经典世界巡演,61869,37134,936.22,34765593.48,16967024.35,502231.79,3932644.9,9,0.6002,936.22,0.488,0.1131,True
2021-09-22,3,2021,演唱会,五月天人生无限公司,79780,44275,1327.41,58771077.75,21213195.62,1126226.56,5375862.9,9,0.555,1327.41,0.3609,0.0915,False
2021-09-23,3,2021,商业活动,2021品牌周年庆典,8895,5239,1664.93,8722568.27,6471186.74,58382.86,3763421.1,9,0.589,1664.93,0.7419,0.4315,False
2021-09-24,3,2021,体育赛事,国际田联钻石联赛,81832,35815,507.84,18188289.6,4807213.55,206673.28,3781430.12,9,0.4377,507.84,0.2643,0.2079,False
2021-09-25,3,2021,文化活动,世界文化遗产日庆典,45623,26334,778.78,20508392.52,5797558.22,292674.56,3309782.68,9,0.5772,778.78,0.2827,0.1614,True
2021-09-25,3,2021,文化活动,2021央视春晚分会场,60371,26978,675.62,18226876.36,3129473.92,226756.07,3767222.93,9,0.4469,675.62,0.1717,0.2067,True
2021-09-25,3,2021,展览,2021未来生活体验展,42378,21502,405.48,8718630.96,688490.52,137415.79,1535479.33,9,0.5074,405.48,0.079,0.1761,True
2021-09-28,3,2021,演唱会,2021林俊杰圣所演唱会,89443,52145,1064.77,55522431.65,19554083.19,1051278.15,7277931.51,9,0.583,1064.77,0.3522,0.1311,False
2021-09-28,3,2021,体育赛事,2021亚洲田径锦标赛,102146,56175,804.02,45165823.5,18052466.53,409197.09,8383695.34,9,0.5499,804.02,0.3997,0.1856,False
2021-09-30,3,2021,演唱会,2021毛不易小王巡演,67449,38141,2351.9,89703817.9,36553258.64,1591646.63,13839422.81,9,0.5655,2351.9,0.4075,0.1543,False
2021-10-03,4,2021,文化活动,2021国庆文艺汇演,48023,29139,611.93,17831028.27,3878064.38,137918.87,3256081.36,10,0.6068,611.93,0.2175,0.1826,True
2021-10-03,4,2021,演唱会,2021周杰伦巡回演唱会,45688,29441,1171.76,34497786.16,12949492.66,517676.55,5921079.64,10,0.6444,1171.76,0.3754,0.1716,True
2021-10-05,4,2021,文化活动,2021鸟巢新年音乐会,44955,24166,622.11,15033910.26,2722878.89,92935.94,1789512.81,10,0.5376,622.11,0.1811,0.119,False
2021-10-06,4,2021,文化活动,2021央视春晚分会场,55052,32427,411.99,13359599.73,2941364.82,86446.66,2526788.77,10,0.589,411.99,0.2202,0.1891,False
2021-10-10,4,2021,演唱会,薛之谦天外来物巡演,45212,27887,842.43,23492845.41,7718425.39,470576.41,2209990.36,10,0.6168,842.43,0.3285,0.0941,True
2021-10-11,4,2021,文化活动,央视春晚分会场,41132,20012,638.67,12781064.04,2096478.2,142511.3,2608539.95,10,0.4865,638.67,0.164,0.2041,False
2021-10-11,4,2021,体育赛事,全国运动会田径项目,65313,39245,365.66,14350326.7,3461474.73,94451.68,3529036.16,10,0.6009,365.66,0.2412,0.2459,False
2021-10-17,4,2021,演唱会,孙燕姿克卜勒巡演,49117,31729,2021.56,64142077.24,24010086.41,1119174.45,8870890.87,10,0.646,2021.56,0.3743,0.1383,True
2021-10-19,4,2021,商业活动,企业年会盛典,22297,13799,2770.17,38225575.83,15331338.94,223437.39,9829128.98,10,0.6189,2770.17,0.4011,0.2571,False
2021-10-24,4,2021,展览,2021国际摄影大展,36166,20741,374.54,7768334.14,1018682.92,113589.56,1339824.93,10,0.5735,374.54,0.1311,0.1725,True
2021-10-26,4,2021,演唱会,2021蔡依林Ugly Beauty巡演,70335,48246,1781.41,85945906.86,50149054.96,1158333.07,12933005.07,10,0.6859,1781.41,0.5835,0.1505,False
2021-10-26,4,2021,展览,2021国际汽车展览会,43766,21353,211.68,4520003.04,551347.64,79908.58,942795.42,10,0.4879,211.68,0.122,0.2086,False
2021-10-28,4,2021,演唱会,张学友经典世界巡演,43360,26572,1584.11,42092970.92,16133249.1,564518.08,6521423.41,10,0.6128,1584.11,0.3833,0.1549,False
2021-10-30,4,2021,演唱会,2021孙燕姿克卜勒巡演,64568,39394,1121.19,44168158.86,15715607.6,650759.36,3921055.05,10,0.6101,1121.19,0.3558,0.0888,True
2021-10-30,4,2021,演唱会,Coldplay北京演唱会,64243,43948,801.53,35225640.44,10505129.07,536526.7,4152068.63,10,0.6841,801.53,0.2982,0.1179,True
2021-10-31,4,2021,体育赛事,2021全国田径锦标赛,76027,35200,580.09,20419168.0,5352482.86,211241.0,3473296.44,10,0.463,580.09,0.2621,0.1701,True
2021-10-31,4,2021,演唱会,2021张杰未LIVE巡演,76912,46169,1498.81,69198558.89,34399429.5,918190.83,7199733.36,10,0.6003,1498.81,0.4971,0.104,True
2021-11-02,4,2021,演唱会,2021蔡依林Ugly Beauty巡演,63132,42691,813.37,34723578.67,18570275.13,626014.47,3137426.63,11,0.6762,813.37,0.5348,0.0904,False
2021-11-02,4,2021,体育赛事,2021法国超级杯北京站,72953,46795,688.01,32195427.95,8510597.17,366528.04,8270712.82,11,0.6414,688.01,0.2643,0.2569,False
2021-11-02,4,2021,体育赛事,2021国际田联钻石联赛,58723,35176,373.71,13145622.96,1950788.65,83827.07,3466197.69,11,0.599,373.71,0.1484,0.2637,False
2021-11-02,4,2021,文化活动,2021春节文化庙会,36822,22783,390.5,8896761.5,1133366.89,105717.8,1784606.05,11,0.6187,390.5,0.1274,0.2006,False
2021-11-03,4,2021,演唱会,2021蔡依林Ugly Beauty巡演,42567,25636,574.46,14726856.56,5820672.23,320751.56,1730665.43,11,0.6023,574.46,0.3952,0.1175,False
2021-11-06,4,2021,商业活动,2021科技产品首发仪式,10785,6257,1560.19,9762108.83,4391004.33,48893.99,3378464.94,11,0.5802,1560.19,0.4498,0.3461,True
2021-11-07,4,2021,文化活动,2021北京国际电影节开幕式,46746,23934,483.3,11567302.2,2548710.33,134521.61,1701043.27,11,0.512,483.3,0.2203,0.1471,True
2021-11-08,4,2021,演唱会,2021周杰伦巡回演唱会,40032,25813,1020.74,26348361.62,9222459.53,431256.02,3537407.84,11,0.6448,1020.74,0.35,0.1343,False
